author	birth	death	origin
Philip Salom	1950	*	Australia
Philippe Delerm	1950	*	France
Radosav Stojanovic'	1950	*	Yugoslavia/Serbia
Rajiv Malhotra	1950	*	India/US
Roberto Castillo	1950	2008	Honduras
Rowan Williams	1950	*	Wales
S. J. Rozan	1950	*	US
Salah Benlabed	1950	*	Algeria
Sara Maitland	1950	*	England
Sarah Dunant	1950	*	England
Serena B. Miller	1950	*	US
Sonia Manzano	1950	*	US
Steinar Løding	1950	*	Norway
Steinunn Sigurðardóttir	1950	*	Iceland
Stephen R. Lawhead	1950	*	US/England
Steve Augarde	1950	*	England
Steve Erickson	1950	*	US
Stojan Srdic'	1950	*	Yugoslavia/Serbia
Susan Andersen	1950	*	US
Susan Mallery	1950	*	US
Synnøve Persen	1950	*	Norway
Tato Laviera	1950	2013	Puerto Rico/US
Thomas Hürlimann	1950	*	Switzerland
Tim Lilburn	1950	*	Canada
Tim Russert	1950	2008	US
Todd Strasser	1950	*	US
Tomm Kristiansen	1950	*	Norway
Touati Fettouma	1950	*	Algeria
Vicki Lewis Thompson	1950	*	US
Waddie Mitchell	1950	*	US
Werewere Liking	1950	*	Cameroon/Ivory Coast
William Kent Krueger	1950	*	US
William R. Forstchen	1950	*	US
Yolande Cohen	1950	*	Morocco/Canada
Yoshinaga Fujita	1950	2020	Japan
Zaynab Alkali	1950	*	Nigeria
Zdravko Krstanovic'	1950	*	Yugoslavia/Serbia
Zerbanoo Gifford	1950	*	India/England
Zhang Kangkang	1950	*	China
Zsuzsa Rakovszky	1950	*	Hungary
A. F. Th. van der Heijden	1951	*	Netherlands
Adamou Idé	1951	*	Niger
Alamgir Hashmi	1951	*	Pakistan/England
Alan Davies	1951	*	US
Alison Weir	1951	*	England
Álvaro Magalhães	1951	*	Portugal
Amadou Lamine Sall	1951	*	Senegal
Amy MacDonald	1951	*	US
Ana María Shua	1951	*	Argentina
Ana Miranda	1951	*	Brazil
André Aciman	1951	*	Egypt/US
Andrés Caicedo	1951	1977	Colombia
Andrés Oppenheimer	1951	*	Argentina
Andrew Taylor	1951	*	England
Angie Farrow	1951	*	N Zealand
Ania Walwicz	1951	2020	Poland/Australia
Anne Mills	1951	*	England
Arturo Pérez-Reverte	1951	*	Spain
Bachir Qamari	1951	2021	Morocco
Baku Yumemakura	1951	*	Japan
Barbara Hambly	1951	*	US
Béla Markó	1951	*	Romania
Bill Bryson	1951	*	US
Bob Kerr	1951	*	N Zealand
Branko Gradisvnik	1951	*	Yugoslavia/Slovenia
Bruno K. Öijer	1951	*	Sweden
Carol Birch	1951	*	England
Catherine Obianuju Acholonu	1951	2014	Nigeria
Cecilie Løveid	1951	*	Norway
Charles de Lint	1951	*	Netherlands/Canada
Christian Bernard	1951	*	France
Christian Bobin	1951	*	France
Christina Dodwell	1951	*	England
Christopher Hinz	1951	*	US
Clare Asquith	1951	*	England
Colin McNaughton	1951	*	England
Daniel James Brown	1951	*	US
David Almond	1951	*	England
Derek Randall	1951	*	England
Diane Brown	1951	*	N Zealand
Elie Rajaonarison	1951	2010	Mozambique
Eliot Pattison	1951	*	US
Emil Filipcvicv	1951	*	Yugoslavia/Slovenia
Endre Kukorelly	1951	*	Hungary
Esther Kamatari	1951	*	Burundi
Genichiro Takahashi	1951	*	Japan
Geoff Ryman	1951	*	Canada/US
Geraldine McCaughrean	1951	*	England
Greg Bear	1951	*	US
Habib Selmi	1951	*	Tunisia
Halil Gür	1951	*	Netherlands
Helen McCarthy	1951	*	England
Houshang Asadi	1951	*	Iran/France
Ian Frazier	1951	*	US
Ingrid de Kok	1951	*	S Africa
Ioan Mihai Cochinescu	1951	*	Romania
Ivana Hadzvi-Popovic'	1951	*	Yugoslavia/Serbia
Jack Gantos	1951	*	US
James Galvin	1951	*	US
Jamila Mejri	1951	*	Tunisia
Jane Aaron	1951	*	Wales/Australia
Javier Marías	1951	*	Spain
Jean Jacques Clark Parent	1951	*	Haiti
Jean Kent	1951	*	Australia
Jean-Pierre Luminet	1951	*	France
Jill Barklem	1951	2017	England
Jill Jones	1951	*	Australia
Jim Bennett	1951	*	England
Jir Asada	1951	*	Japan
Joan Wolf	1951	*	US
John Gray	1951	*	US
John Lloyd	1951	*	England
John Vornholt	1951	*	US
Jovan Radulovic'	1951	2018	Yugoslavia/Serbia
K. D. Wentworth	1951	2012	US
Kate Atkinson	1951	*	England
Katja Lange-Müller	1951	*	Germany
Ken Bruen	1951	*	Ireland
Kevin Barry	1951	*	US
Klaus Modick	1951	*	Germany
Kristiana Gregory	1951	*	US
Laura Jones	1951	*	Australia
Linda Grant	1951	*	England
Lloyd Jones	1951	*	Wales
Luis Zapata	1951	2020	Mexico
Lynda Suzanne Robinson	1951	*	US
Mame Bassine Niang	1951	2013	Senegal
Marcela Serrano	1951	*	Chile
Margarita Engle	1951	*	US
Marit Tusvik	1951	*	Norway
Martha Ackmann	1951	*	US
Martin Auer	1951	*	Austria
Minae Mizumura	1951	*	Japan
Mladen Drazvetin	1951	2015	Yugoslavia/Serbia
Mohamed El Aziz Ben Achour	1951	*	Tunisia
Mohammed Achaari	1951	*	Morocco
Moussa Konaté	1951	2013	Mali/France
Muhammad Tahir-ul-Qadri	1951	*	Pakistan/Canada
Nebojsva Pajkic'	1951	*	Yugoslavia/Serbia
Ngugi wa Mirii	1951	2008	Kenya/Zimbabwe
Noel Rowe	1951	2007	Australia
Nura Bazdulj-Hubijar	1951	*	Yugoslavia/Bosnia
Orson Scott Card	1951	*	US
Pam Muñoz Ryan	1951	*	US
Patience Wheatcroft	1951	*	England
Paul Muldoon	1951	*	Ireland
Per Knutsen	1951	*	Norway
Pete McCarthy	1951	2004	England
Peter Boyle	1951	*	Australia
Peter Flannery	1951	*	England
Peter Goldsworthy	1951	*	Australia
Peter May	1951	*	Scotland/France
Peter Stothard	1951	*	England
Rachid Boudjedra	1951	*	Algeria
Rainer M. Schröder	1951	*	Germany
Ralph Angel	1951	2020	US
Raphaël Confiant	1951	*	Martinique
Richard Manning	1951	*	US
Robert Harris	1951	1993	Australia
Robert Priest	1951	*	England/Canada
Roberto Tiraboschi	1951	*	Italy
Rodman Philbrick	1951	*	US
Roland Smith	1951	*	US
Roland Zoss	1951	*	Switzerland/Italy
Rosario Murillo	1951	*	Nicaragua
Rosie Boycott, Baroness Boycott	1951	*	Jersey/England
Ruth Erat	1951	*	Switzerland
Sadık Yemni	1951	*	Turkey/Netherlands
Sahar Tawfiq	1951	*	Egypt
Salim Jay	1951	*	France/Morocco
Sally Morgan	1951	*	Australia
Sheila Murphy	1951	*	US
Sidney Wade	1951	*	US
Somaya Ramadan	1951	*	Egypt
Stanley Nyamfukudza	1951	*	S Rhodesia/Zimbabwe
Steinar Lem	1951	2009	Norway
Stephen Edgar	1951	*	Australia
Steven D. Waldman	1951	*	US
Stewart Brown	1951	*	England
Susan Hawthorne	1951	*	Australia
Susan King	1951	*	US
Susan Mendus	1951	*	Wales/England
Susan Musgrave	1951	*	Canada
Tahar Bekri	1951	*	Tunisia/France
Tatiana Tolstaya	1951	*	USSR/Russia
Thu Maung	1951	2010	Burma/Myanmar
Timothy Zahn	1951	*	US
Torild Wardenær	1951	*	Norway
W. Richard Stevens	1951	1999	N Rhodesia/US
William Radice	1951	*	England
Zlatko Krasni	1951	2008	Yugoslavia/Serbia
Ágnes Rapai	1952	*	Hungary
Al Sarrantonio	1952	*	US
Alberto Ríos	1952	*	US
Alice Fulton	1952	*	US
Alison Quigan	1952	*	N Zealand
Allan Pease	1952	*	Australia
Amélia Muge	1952	*	Mozambique
Amy Tan	1952	*	US
Ana Cristina Cesar	1952	1983	Brazil
Ana Paula Ribeiro Tavares	1952	*	Angola
Anchan	1952	*	Thailand/US
Andrew Motion	1952	*	England/US
Angie Chabram-Dernersesian	1952	*	US
Angie Sage	1952	*	England
Angus Peter Campbell	1952	*	Scotland
Anna Quindlen	1952	*	US
Antjie Krog	1952	*	S Africa
Bernadette Sanou Dao	1952	*	French Sudan/Burkina Faso
Bimal Guha	1952	*	Pakistan/Bangladesh
Bogi Ágústsson	1952	*	Iceland
Bora '	1952	*	Yugoslavia/Serbia
Brooke Boothby	1952	*	England
Bruce Goldstein	1952	*	New York
Bushra Elfadil	1952	*	Sudan/Saudi Arabia
Carla Harryman	1952	*	US
Catherine Shan	1952	*	France
Chacha Nyaigotti-Chacha	1952	*	Kenya
Chen Maiping	1952	*	China
Christine Qunta	1952	*	S Africa
Clare Morrall	1952	*	England
Clive Barker	1952	*	England
Connie Wanek	1952	*	US
Dambudzo Marechera	1952	1987	S Rhodesia/Zimbabwe
David Eggleton	1952	*	N Zealand
David Weber	1952	*	US
David Wingrove	1952	*	England
David Zindell	1952	*	US
Debjani Chatterjee	1952	*	India/England
Debra Doyle	1952	2020	US
Denise Deegan	1952	*	England
Di Brandt	1952	*	Canada
Diana Gabaldon	1952	*	US
Diane Duane	1952	*	US/Ireland
Dorianne Laux	1952	*	US
Douglas Adams	1952	2001	England
E. J. Dionne	1952	*	US
Eileen Wilks	1952	*	US
Elsa Bornemann	1952	2013	Argentina
Enis Batur	1952	*	Turkey
Eugénie Musayidire	1952	*	Rwanda/Germany
Eva Lindström	1952	*	Sweden
Francis Moto	1952	*	Nyasaland/Malawi
Françoise Thébaud	1952	*	France
Gary Soto	1952	*	Mexico/US
Gillian Slovo	1952	*	S Africa/England
Gordana C'ulibrk	1952	*	Yugoslavia/Serbia
Greg Palast	1952	*	US
Hallgerður Gísladóttir	1952	2007	Iceland
Helen Dunmore	1952	2017	England
Helena Cobban	1952	*	England/US
Hilary Mantel	1952	2022	England
Hilary Robinson	1952	*	England
Inaam Kachachi	1952	*	Iraq
Jan Beatty	1952	*	US
Jan Kerouac	1952	1996	US
Jane Hissey	1952	*	England
Jane Kurtz	1952	*	US
Janine Burke	1952	*	Australia
Jeff Shaara	1952	*	US
Jeremy Lawrance	1952	*	Uganda/England
Jerome J. Workman, Jr.	1952	*	US
Jia Pingwa	1952	*	China
Jia Yinghua	1952	*	China
Jimmy Santiago Baca	1952	*	US
Jo Eggen	1952	*	Norway
Johanna Lindsey	1952	2019	US
John C. Dvorak	1952	*	US
John Foulcher	1952	*	Australia
Jon Davis	1952	*	US
Jovanka Nikolic'	1952	2017	Yugoslavia/Serbia
Judith Ortiz Cofer	1952	2016	Puerto Rica
Julio Valle Castillo	1952	*	Nicaragua
Jung Chang	1952	*	China
Jung Chang	1952	*	China/England
Kage Baker	1952	2010	US
Kama Sywor Kamanda	1952	*	Congo/DRC
Karen Hesse	1952	*	US
Karen Lynn Williams	1952	*	US
Katherine Sutcliffe	1952	*	US
Kathryn Ptacek	1952	*	US
Kathy Tyers	1952	*	US
Katie Fforde	1952	*	England
Ken Lipenga	1952	*	Nyasaland/Malawi
Kenji Terada	1952	*	Japan
Ketil Bjørnstad	1952	*	Norway
Kim Stanley Robinson	1952	*	US
Kobena Eyi Acquah	1952	*	Ghana
Lars Amund Vaage	1952	*	Norway
Layla Sarahat Rushani	1952	2004	Afghanistan/Netherlands
Leslie Brody	1952	*	US
Lindy Kelly	1952	*	N Zealand
Lino Nelisi	1952	*	Niue/N Zealand
Linton Kwesi Johnson	1952	*	Jamaica/England
Luis Moreno Ocampo	1952	*	Argentina
Lutz Rathenow	1952	*	Germany
Marek Oramus	1952	*	Poland
María Cristina Ramos	1952	*	Argentina
Marianne Williamson	1952	*	US
Marilyn Waring	1952	*	N Zealand
Marion Bloem	1952	*	Netherlands
Mark Jarman	1952	*	US
Maureen Dowd	1952	*	US
Mehdi Charef	1952	*	France
Melissa Fay Greene	1952	*	US
Menna Elfyn	1952	*	Wales
Mick Inkpen	1952	*	England
Miguel Sousa Tavares	1952	*	Portugal
Milton Hatoum	1952	*	Brazil
Mohammed Benchicou	1952	*	Algeria
Naomi Shihab Nye	1952	*	US
Nay Win Myint	1952	*	Burma/Myanmar
Ndeutala Angolo	1952	*	SW Africa/Namibia
Nevada Barr	1952	*	US
Orhan Pamuk	1952	*	Turkey
Patricia Aakhus	1952	2012	US
Patricia J. Adams	1952	*	Anguilla
Patricia Schonstein	1952	*	S Rhodesia/S Africa
Paul Fleischman	1952	*	US
Pedro Lemebel	1952	2015	Chile
Per Petterson	1952	*	Norway
Peter Lourie	1952	*	US
Peter Stephan Jungk	1952	*	US
Philip Gross	1952	*	England
Ragnar Hovland	1952	*	Norway
Ramo Nakajima	1952	2004	Japan
Richard Montanari	1952	*	US
Robert Minhinnick	1952	*	Wales
Robin McKinley	1952	*	US
Ry Murakami	1952	*	Japan
Saida Menebhi	1952	1977	Morocco
Salah El-Ouadie	1952	*	Morocco
Sarah Ellis	1952	*	Canada
Scott Hightower	1952	*	US
Sean O'Brien	1952	*	England
Sharon Lee	1952	*	US
Shen Shixi	1952	*	China
Shu Ting	1952	*	China
Stephen Booth	1952	*	England
Stephen Poliakoff	1952	*	England
Stevan Eldred-Grigg	1952	*	N Zealand
Steven Barnes	1952	*	US
Suzanne Falkiner	1952	*	Australia
T. A. Barron	1952	*	US
Tam O'Shaughnessy	1952	*	US
Tim Powers	1952	*	US
Ting-Xing Ye	1952	*	China/Canada
Tony Abbott	1952	*	US
Tor Seidler	1952	*	US
Tove Nilsen	1952	*	Norway
Vijayakrishnan	1952	*	India
Vikram Seth	1952	*	India
Voja Antonic'	1952	*	Yugoslavia/US
Walter Isaacson	1952	*	US
Wang Xiaobo	1952	1997	China
William Boyd	1952	*	Gold Coast/Scotland
Yoshiki Tanaka	1952	*	Japan
Yve-Alain Bois	1952	*	Algeria/US
Zhu Xueqin	1952	*	China
Zoya Pirzad	1952	*	Iran
A. N. Prahlada Rao	1953	*	India
Abdallah Zrika	1953	*	Morocco
Abena Busia	1953	*	Ghana/England
Ahlam Mosteghanemi	1953	*	Algeria
Aïssa Khelladi	1953	*	Algeria
Åke Edwardson	1953	*	Sweden
Alan Moore	1953	*	England
Alcides Sakala Simões	1953	*	Angola
Alexandra Joel	1953	*	Australia
Alexios Schandermani	1953	*	Iran/Germany
Alicia Kozameh	1953	*	Argentina
Alison Brackenbury	1953	*	England
Amina Said	1953	*	Tunisia/France
Ana Castillo	1953	*	US
Andrew Crofts	1953	*	England
Andrew Morton	1953	*	England
Anne Laurel Carter	1953	*	Canada
Annette Curtis Klause	1953	*	England/US
Anthony Seldon	1953	*	England
Apostolos Doxiadis	1953	*	Australia/Greece
Artemis Cooper	1953	*	England
Arturo Cruz Jr.	1953	*	Nicaragua
Aye Aye Win	1953	*	Burma/Myanmar
Balasvevic'	1953	2021	Yugoslavia/Serbia
Barbara Haworth-Attard	1953	*	Canada
Biljana Jovanovic'	1953	1996	Yugoslavia/Serbia
Brad Leithauser	1953	*	US
Brandon Wilson	1953	*	US
Brenda Jackson	1953	*	US
Brigid Lowry	1953	*	N Zealand
Brigitte Riebe	1953	*	Germany
Caro Fraser	1953	2020	England
Ch Kambayashi	1953	*	Japan
Charles Lambert	1953	*	England
Charles Pellegrino	1953	*	US
Chris Mansell	1953	*	Australia
Christopher Paul Curtis	1953	*	US
Cornel West	1953	*	US
Dalenda Larguèche	1953	*	Tunisia
Daniel Poliquin	1953	*	Canada
David Brooks	1953	*	Australia
David Hewson	1953	*	England
David Jaomanoro	1953	2014	Mozambique
David Langford	1953	*	Wales/England
David Levi Strauss	1953	*	US
Deb Baker	1953	*	US
Deborah Mathis	1953	*	US
Dennis Cooper	1953	*	US
Dina Rubina	1953	*	USSR/Russia
Dominique Sorrente	1953	*	France
Dragan Velikic'	1953	*	Yugoslavia/Serbia
Elín Ebba Gunnarsdóttir	1953	*	Iceland
Faouzi Skali	1953	*	Morocco
Farida Diouri	1953	2004	Morocco
Fátima Langa	1953	2017	Mozambique
Franz Wright	1953	2015	Austria/US
Ged Maybury	1953	*	N Zealand
Giannina Braschi	1953	*	Puerto Rico
Gísli Rúnar Jónsson	1953	2020	Iceland
Glenn Cooper	1953	*	US
Gregory Woods	1953	*	Egypt/England
György Károly	1953	2018	Hungary
Hamid Barole Abdu	1953	*	Eritrea
Han Shaogong	1953	*	China
Harald Parigger	1953	*	Germany
Heather Ingman	1953	*	England
Herman Koch	1953	*	Netherlands
Herta Müller	1953	*	Romania/Germany
Ian McBryde	1953	*	Canada/Australia
Jackie French	1953	*	Australia
Jalal Barzanji	1953	*	Iraq
Jan Kjærstad	1953	*	Norway
Jane Hirshfield	1953	*	US
Jeffrey E. Barlough	1953	*	US
Jo Shapcott	1953	*	England
Joe Navarro	1953	*	Cuba
John M. Green	1953	*	Australia
John Shirley	1953	*	US
John Wilkinson	1953	*	England
José Bragança de Miranda	1953	*	Portugal
Joseph Bathanti	1953	*	US
Kaoru Kurimoto	1953	2009	Japan
Katarzyna Krenz	1953	*	Poland
Katherine Ramsland	1953	*	US
Kay McKenzie Cooke	1953	*	N Zealand
Kinga Fabó	1953	2021	Hungary
Lajos Parti Nagy	1953	*	Hungary
Lars Saabye Christensen	1953	*	Norway
Laura Numeroff	1953	*	US
Leonard Oprea	1953	*	Romania/US
Lisa St Aubin de Terán	1953	*	England
Ljiljana Habjanovic' '	1953	*	Yugoslavia/Serbia
Ma Jian	1953	*	China
Malcolm Rose	1953	*	England
Malika Oufkir	1953	*	Morocco/France
Margaret Bechard	1953	*	US
Mariama Ndoye	1953	*	Senegal/Tunisia
Marion Bethel	1953	*	Bahamas
Martin Baynton	1953	*	England/N Zealand
Matthias T. J. Grimme	1953	*	Germany
Mehmed Uzun	1953	2007	Turkey
Michael Asher	1953	*	England
Michelanne Forster	1953	*	N Zealand
Mike Jenkins	1953	*	Wales
Nada Vilotijevic'	1953	*	Yugoslavia/Serbia
Nancy Huston	1953	*	Canada/France
Neal D. Barnard	1953	*	US
Nico Helminger	1953	*	Luxembourg
Nigel Planer	1953	*	England
Pamela Dean	1953	*	US
Pascale Petit	1953	*	France/Wales
Pat Cadigan	1953	*	US
Patricia C. Wrede	1953	*	US
Patrick Chamoiseau	1953	*	Martinique
Patrick Roth	1953	*	Germany
Paul Quarrington	1953	2010	Canada
Peter Robinson	1953	*	England
Pilar Calveiro	1953	*	Argentina/Mexico
Qiu Xiaolong	1953	*	China
Ragnheiður Gestsdóttir	1953	*	Iceland
Raphael H. Cohen	1953	*	Switzerland
Richard Michelson	1953	*	US
Ridley Pearson	1953	*	US
Rika Lesser	1953	*	US
Rita Akoto Coker	1953	*	Ghana/US
Rob Walker	1953	*	Australia
Robert Charles Wilson	1953	*	US/Canada
Robert Crais	1953	*	US
Roberto Bolaño	1953	2003	Chile
Ross Clark	1953	*	Australia
S. M. Stirling	1953	*	France/US
Sebastian Faulks	1953	*	England
Shahidul Zahir	1953	2008	E Pakistan/Bangladesh
Silvana De Mari	1953	*	Italy
Slavomir Gvozdenovici	1953	*	Romania
Stephanie Laurens	1953	*	Australia
Svetislav Basara	1953	*	Yugoslavia/Serbia
Tamasin Day-Lewis	1953	*	England
Tess Gerritsen	1953	*	US
Tim Bowler	1953	*	England
Tony Forrester	1953	*	England
Tony Rothman	1953	*	US
Tor Ulven	1953	1995	Norway
Tore Elias Hoel	1953	*	Norway
Toril Moi	1953	*	Norway
Toyin Falola	1953	*	Nigeria
Vigdís Grímsdóttir	1953	*	Iceland
Vivien Knight	1953	2009	England
Walter Jon Williams	1953	*	US
Wang Lixiong	1953	*	China
Wanjiru Kihoro	1953	2006	Kenya
Zhang Ping	1953	*	China
Zhang Xinxin	1953	*	China
Zlatoje Martinov	1953	*	Yugoslavia/Serbia
Adam Mars-Jones	1954	*	England
Adam Mars-Jones	1954	*	England
Ahmed Bouzfour	1954	*	Morocco
Alan Hollinghurst	1954	*	England
Alishetty Prabhakar	1954	1993	India
Alonso Cueto	1954	*	Peru
Alpha Mandé Diarra	1954	*	Mali
Anatoly Kudryavitsky	1954	*	USSR/Ireland
Andrea Barrett	1954	*	US
Andrzej Tadeusz Kijowski	1954	*	Poland
Angela Topping	1954	*	England
Angèle Rawiri	1954	2010	Gabon
Antony Theodore	1954	*	India/Germany
Arnold Stadler	1954	*	Germany
Ashesh Malla	1954	*	Nepal
Ayse Bircan	1954	*	Turkey/England
Bate Besong	1954	2007	Cameroon
Benjamin Alire Sáenz	1954	*	US
Bruce Sterling	1954	*	US
Cao Wenxuan	1954	*	China
Carmen Boullosa	1954	*	Mexico
Carmine Abate	1954	*	Italy
Caroline Lawrence	1954	*	England/US
Charles Saumarez Smith	1954	*	England
Chris d'Lacey	1954	*	England
Christiane Akoua Ekué	1954	*	Togo
Christine James	1954	*	Wales
Christoph Ransmayr	1954	*	Austria
Connie Brockway	1954	*	US
Corinne Chaponnière	1954	*	Switzerland
Cynthia Rylant	1954	*	US
Dai Sijie	1954	*	China/France
Daryush Shokof	1954	*	Iran/Germany
David Baker	1954	*	US
David Barton	1954	*	US
David Grossman	1954	*	Israel
Dennis O'Driscoll	1954	2012	Ireland
Dorothy Porter	1954	2008	Australia
Dragan C'irjanic'	1954	*	Yugoslavia/Serbia
Dragan Lakic'evic'	1954	*	Yugoslavia/Serbia
Einar Már Guðmundsson	1954	*	Iceland
Erich Hackl	1954	*	Austria
Erik Larson	1954	*	US
Esther Delisle	1954	*	Canada
Etienne van Heerden	1954	*	S Africa
Faraj Hawwar	1954	*	Tunisia
Franny Billingsley	1954	*	US
Gisèle Hountondji	1954	*	Benin
Graham Joyce	1954	2014	England
Gregory Maguire	1954	*	US
Guðný Halldórsdóttir	1954	*	Iceland
Hala El Badry	1954	*	Egypt
Hanif Kureishi	1954	*	England
Helen Brown	1954	*	N Zealand
Helene Tursten	1954	*	Sweden
Iain M. Banks	1954	2013	Scotland
Ian Duhig	1954	*	England
Imtiaz Dharker	1954	*	Pakistan/England
J. Michael Straczynski	1954	*	US
Ja'far Modarres-Sadeghi	1954	*	Iran
Jad Adams	1954	*	England
James A. Herrick	1954	*	US
James McGrath Morris	1954	*	US
Jan Theuninck	1954	*	Belgium
Jane E. Clarke	1954	*	England
Jane Wilson-Howarth	1954	*	England
Janet Charman	1954	*	N Zealand
Janet Karim	1954	*	Malawi
Jasmina Tesvanovic'	1954	*	Yugoslavia/Italy
Jeannette D. Ahonsou	1954	*	Togo
Joanne Stepaniak	1954	*	US
João de Pina-Cabral	1954	*	Portugal
Jody Azzouni	1954	*	US
Joel Rosenberg	1954	2011	Canada/US
John Peel	1954	*	England
John Van der Kiste	1954	*	England
Jon Scieszka	1954	*	US
Jónína Leósdóttir	1954	*	Iceland
Jose Dalisay, Jr.	1954	*	Philippines
Judith Pordon	1954	*	US
Julia Yeomans	1954	*	England
Justo Bolekia Boleká	1954	*	Equatorial Guinea
Karen Robards	1954	*	US
Karin Fossum	1954	*	Norway
Kazuo Ishiguro	1954	*	Japan/England
Ken MacLeod	1954	*	Scotland
Kevin Hart	1954	*	Australia
Kim Addonizio	1954	*	US
Kwame Anthony Appiah	1954	*	England/US
Labud Dragic'	1954	*	Yugoslavia/Serbia
László Krasznahorkai	1954	*	Hungary
Lawrence Watt-Evans	1954	*	US
Lee Child	1954	*	England
Leigh Michaels	1954	*	US
Lena Einhorn	1954	*	Sweden/US
Leo Maslíah	1954	*	Uruguay
Leon de Winter	1954	*	Netherlands
Lesná	1954	*	Czechoslovakia/Slovakia
Louis de Bernières	1954	*	England
Louis Sachar	1954	*	US
Louise Erdrich	1954	*	US
Lynda Hull	1954	1994	US
Maati Kabbal	1954	*	Morocco
Magnus Mills	1954	*	England
Margaret Maruani	1954	*	Tunisia/France
María Inés Falconi	1954	*	Argentina
Mark "Chopper" Read	1954	2013	Australia
Marlene van Niekerk	1954	*	S Africa
Massoud Nawabi	1954	2010	Afghanistan
Messaouda Boubaker	1954	*	Tunisia
Mhlobo Jadezweni	1954	*	S Africa
Michael Cawood Green	1954	*	S Africa
Michael Grant	1954	*	US
Min Lu	1954	2013	Burma/Myanmar
Motohiko Izawa	1954	*	Japan
Najiba Ahmad	1954	*	Iraq
Opal Palmer Adisa	1954	*	Jamaica
Paul Dirmeikis	1954	*	US/France
Penny Dale	1954	*	England
Peter Bakowski	1954	*	Australia
Philippa Gregory	1954	*	England
Radu Aldulescu (novelist)	1954	*	Romania
Rainald Goetz	1954	*	Germany
Renate Dorrestein	1954	2018	Netherlands
Rene Villanueva	1954	2007	Philippines
Rian Malan	1954	*	S Africa
Richard Paul Russo	1954	*	US
Richard Preston	1954	*	US
Robert Goddard	1954	*	England
Robert Menasse	1954	*	Austria
Robin Koontz	1954	*	US
Robin Schone	1954	*	US
Romesh Gunesekera	1954	*	Sri Lanka/England
Ron Androla	1954	*	US
Roy Jacobsen	1954	*	Norway
Sabit 	1954	*	Turkey
Sandra Cisneros	1954	*	US/Mexico
Scott Cairns	1954	*	Scotland
Sharon E. McKay	1954	*	Canada
Simon Cheshire	1954	*	England
Slobodan Svkerovic'	1954	*	Yugoslavia/Serbia
Stephen Watson	1954	2011	S Africa
Steven Pinker	1954	*	Canada/US
Stieg Larsson	1954	2004	Sweden
Susan Napier	1954	*	N Zealand
Tamora Pierce	1954	*	US
Tanella Boni	1954	*	Ivory Coast
Tessa Biddington	1954	*	England
Tetiana Yakovenko	1954	*	Ukraine
Thomas DiLorenzo	1954	*	US
Thorvald Steen	1954	*	Norway
Tim Parks	1954	*	England
Tony Bradman	1954	*	England
Torgeir Schjerven	1954	*	Norway
Vladimir Lazovic'	1954	*	Yugoslavia/Serbia
Vojislav Svesvelj	1954	*	Yugoslavia/Serbia
Waciny Laredj	1954	*	Algeria
Waciny Laredj	1954	*	Algeria
Wang Anyi	1954	*	China
Willie Zingani	1954	*	Nyasaland/Malawi
Yaw Asare	1954	2002	Ghana
Yolande Mukagasana	1954	*	Rwanda
Zoran Petrovic'	1954	2018	Yugoslavia/Serbia
Zorica Mrsvevic'	1954	*	Yugoslavia/Serbia
Adélaïde Fassinou	1955	*	Benin
Adrian Caesar	1955	*	England/Australia
Alicia Partnoy	1955	*	Argentina/US
Andrew Murray Scott	1955	*	Scotland
Ann M. Martin	1955	*	US
Anthony Horowitz	1955	*	England
Apirana Taylor	1955	*	N Zealand
Arlen Siu	1955	1975	Nicaragua
Blue Balliett	1955	*	US
Brahim Dargouthi	1955	*	Tunisia
Carmen-Francesca Banciu	1955	*	Romania
Catherine Asaro	1955	*	US
Charles Boyle	1955	*	England
Chris Beckett	1955	*	England
Christopher Catherwood	1955	*	England/US
Christopher Pike	1955	*	US
Colm Tóibín	1955	*	Ireland
Connie Palmen	1955	*	Netherlands
Cris Cheek	1955	*	England
D. J. MacHale	1955	*	US
Dan Gutman	1955	*	US
Dary Matera	1955	*	US
David Biedrzycki	1955	*	US
David Dabydeen	1955	*	Guyana/England
Dianne Ruth Pettis	1955	2008	N Zealand
Doris Dörrie	1955	*	Germany
Douglas E. Wright	1955	*	Canada
E. Lynn Harris	1955	2009	US
Einar Kárason	1955	*	Iceland
Eiríkur Rögnvaldsson	1955	*	Iceland
Elise Primavera	1955	*	US
Fang Fang	1955	*	China
Fawzia Zouari	1955	*	Tunisia
Fethia Hechmi	1955	*	Tunisia
Fevziye Rahgozar Barlas	1955	*	Afghanistan/US
Field Ruwe	1955	*	Zambia/US
Francesca Simon	1955	*	US/England
Gareth F. Williams	1955	2016	Wales
Geoffrey Landis	1955	*	US
Geraldine Brooks	1955	*	Australia/US
Guda Anjaiah	1955	2016	India
Henry Winkler	1955	*	US
Hideki Noda	1955	*	Japan
Hiromi It	1955	*	Japan
Ilko Dimitrov	1955	*	Bulgaria
Imdadul Haq Milan	1955	*	E Pakistan/Bangladesh
James Alan Gardner	1955	*	Canada
James Chapman	1955	*	US
Jean-Pierre Vallotton	1955	*	Switzerland
Jennifer Harrison	1955	*	Australia
Jesús Moraes	1955	*	Uruguay
John Burnside	1955	*	Scotland
John Grisham	1955	*	US
Joolz Denby	1955	*	England
Josef Haslinger	1955	*	Austria
